Eliminations,Damage Dealt,Assists,Objective Time,Damage Mitigated,Healing Done,Deaths,Solo Kills,Final Blows,Role,Result,match_id,round_num,team
13,7187,1,29,929,0,6,1,8,Damage,1,EMEA_S1_RR_W4_D2_M1,1,Team Peps
12,6619,0,42,1200,127,5,0,5,Damage,1,EMEA_S1_RR_W4_D2_M1,1,Team Peps
23,10775,10,60,4891,1272,4,0,6,Tank,1,EMEA_S1_RR_W4_D2_M1,1,Team Peps
13,4575,14,41,0,9159,3,0,5,Support,1,EMEA_S1_RR_W4_D2_M1,1,Team Peps
15,4417,13,36,1132,4946,4,0,3,Support,1,EMEA_S1_RR_W4_D2_M1,1,Team Peps
15,7795,0,14,2,0,7,1,6,Damage,0,EMEA_S1_RR_W4_D2_M1,1,Sakura
15,5599,0,43,895,148,4,0,3,Damage,0,EMEA_S1_RR_W4_D2_M1,1,Sakura
13,7632,10,73,6248,2479,7,0,5,Tank,0,EMEA_S1_RR_W4_D2_M1,1,Sakura
9,4641,12,14,872,4032,5,0,2,Support,0,EMEA_S1_RR_W4_D2_M1,1,Sakura
9,4294,15,26,0,11301,4,0,5,Support,0,EMEA_S1_RR_W4_D2_M1,1,Sakura
19,9758,0,75,0,0,5,0,5,Damage,0,EMEA_S1_RR_W4_D2_M1,2,Team Peps
14,9365,1,65,1465,0,9,2,7,Damage,0,EMEA_S1_RR_W4_D2_M1,2,Team Peps
20,8774,5,167,11773,0,5,0,8,Tank,0,EMEA_S1_RR_W4_D2_M1,2,Team Peps
15,3439,19,75,0,10987,7,0,6,Support,0,EMEA_S1_RR_W4_D2_M1,2,Team Peps
14,4417,10,108,1462,5495,8,0,5,Support,0,EMEA_S1_RR_W4_D2_M1,2,Team Peps
19,10025,0,10,0,0,5,1,10,Damage,1,EMEA_S1_RR_W4_D2_M1,2,Sakura
18,7823,5,31,2545,345,6,1,11,Damage,1,EMEA_S1_RR_W4_D2_M1,2,Sakura
19,10605,4,66,11978,416,5,1,9,Tank,1,EMEA_S1_RR_W4_D2_M1,2,Sakura
11,3874,16,23,2131,6295,8,0,3,Support,1,EMEA_S1_RR_W4_D2_M1,2,Sakura
10,2861,13,18,0,9015,7,0,1,Support,1,EMEA_S1_RR_W4_D2_M1,2,Sakura
21,13747,0,27,0,0,8,0,8,Damage,1,EMEA_S1_RR_W4_D2_M1,3,Team Peps
29,9843,0,49,2200,124,7,0,10,Damage,1,EMEA_S1_RR_W4_D2_M1,3,Team Peps
28,15792,14,111,8888,3442,6,1,9,Tank,1,EMEA_S1_RR_W4_D2_M1,3,Team Peps
21,3843,28,32,0,19864,7,0,7,Support,1,EMEA_S1_RR_W4_D2_M1,3,Team Peps
26,7448,27,42,2997,8441,5,0,8,Support,1,EMEA_S1_RR_W4_D2_M1,3,Team Peps
21,12748,0,26,0,0,9,0,6,Damage,0,EMEA_S1_RR_W4_D2_M1,3,Sakura
16,9548,0,46,1443,371,10,0,7,Damage,0,EMEA_S1_RR_W4_D2_M1,3,Sakura
26,19142,3,90,16964,528,8,0,14,Tank,0,EMEA_S1_RR_W4_D2_M1,3,Sakura
12,5684,16,39,4391,7117,8,1,4,Support,0,EMEA_S1_RR_W4_D2_M1,3,Sakura
15,6511,22,44,0,17405,8,0,2,Support,0,EMEA_S1_RR_W4_D2_M1,3,Sakura
44,15781,0,128,0,0,12,1,18,Damage,1,EMEA_S1_RR_W4_D2_M1,4,Team Peps
38,11903,0,84,3337,205,13,1,14,Damage,1,EMEA_S1_RR_W4_D2_M1,4,Team Peps
53,19589,9,234,13631,0,7,0,24,Tank,1,EMEA_S1_RR_W4_D2_M1,4,Team Peps
24,5755,41,205,0,18820,11,0,4,Support,1,EMEA_S1_RR_W4_D2_M1,4,Team Peps
36,9407,40,183,3189,14132,6,2,13,Support,1,EMEA_S1_RR_W4_D2_M1,4,Team Peps
34,15423,0,119,144,0,16,0,12,Damage,0,EMEA_S1_RR_W4_D2_M1,4,Sakura
25,10968,0,109,464,33,13,0,10,Damage,0,EMEA_S1_RR_W4_D2_M1,4,Sakura
34,17755,6,250,14183,0,15,1,11,Tank,0,EMEA_S1_RR_W4_D2_M1,4,Sakura
18,7502,10,245,1806,8968,15,0,10,Support,0,EMEA_S1_RR_W4_D2_M1,4,Sakura
24,7848,22,123,0,19162,14,0,6,Support,0,EMEA_S1_RR_W4_D2_M1,4,Sakura
22,8443,0,51,1096,118,6,0,2,Damage,1,EMEA_S1_RR_W4_D3_M2,1,Twisted Minds
22,7789,0,12,0,0,4,0,12,Damage,1,EMEA_S1_RR_W4_D3_M2,1,Twisted Minds
26,8521,10,42,7540,405,5,0,14,Tank,1,EMEA_S1_RR_W4_D3_M2,1,Twisted Minds
13,5032,26,17,0,9384,4,0,2,Support,1,EMEA_S1_RR_W4_D3_M2,1,Twisted Minds
20,5146,24,51,1398,6471,3,0,3,Support,1,EMEA_S1_RR_W4_D3_M2,1,Twisted Minds
18,8712,0,39,991,50,4,1,5,Damage,0,EMEA_S1_RR_W4_D3_M2,1,The Ultimates
12,8689,0,18,0,0,7,0,5,Damage,0,EMEA_S1_RR_W4_D3_M2,1,The Ultimates
12,7842,2,49,8613,113,8,1,8,Tank,0,EMEA_S1_RR_W4_D3_M2,1,The Ultimates
10,3781,13,12,4043,5857,7,0,2,Support,0,EMEA_S1_RR_W4_D3_M2,1,The Ultimates
5,3475,13,11,497,8866,8,0,1,Support,0,EMEA_S1_RR_W4_D3_M2,1,The Ultimates
16,9917,0,37,0,0,3,3,7,Damage,1,EMEA_S1_RR_W4_D3_M2,2,Twisted Minds
19,13157,0,10,0,0,5,0,9,Damage,1,EMEA_S1_RR_W4_D3_M2,2,Twisted Minds
19,11779,1,140,20284,0,6,0,12,Tank,1,EMEA_S1_RR_W4_D3_M2,2,Twisted Minds
9,4605,13,27,395,12378,5,0,3,Support,1,EMEA_S1_RR_W4_D3_M2,2,Twisted Minds
8,3945,20,84,6874,11339,3,0,0,Support,1,EMEA_S1_RR_W4_D3_M2,2,Twisted Minds
15,10709,0,68,486,85,4,0,7,Damage,0,EMEA_S1_RR_W4_D3_M2,2,The Ultimates
15,10271,0,41,0,0,7,1,8,Damage,0,EMEA_S1_RR_W4_D3_M2,2,The Ultimates
15,8779,5,66,7049,291,4,0,5,Tank,0,EMEA_S1_RR_W4_D3_M2,2,The Ultimates
6,4642,6,37,808,8387,8,0,0,Support,0,EMEA_S1_RR_W4_D3_M2,2,The Ultimates
11,5673,15,15,0,6024,8,0,2,Support,0,EMEA_S1_RR_W4_D3_M2,2,The Ultimates
31,7774,0,60,0,0,4,0,10,Damage,1,EMEA_S1_RR_W4_D3_M2,3,Twisted Minds
26,10988,0,21,0,249,6,0,9,Damage,1,EMEA_S1_RR_W4_D3_M2,3,Twisted Minds
32,9916,6,66,6555,0,6,0,14,Tank,1,EMEA_S1_RR_W4_D3_M2,3,Twisted Minds
10,4786,28,20,0,11265,4,0,4,Support,1,EMEA_S1_RR_W4_D3_M2,3,Twisted Minds
21,4548,23,35,1871,7562,7,0,4,Support,1,EMEA_S1_RR_W4_D3_M2,3,Twisted Minds
14,7409,0,151,971,137,10,0,8,Damage,0,EMEA_S1_RR_W4_D3_M2,3,The Ultimates
14,8128,0,68,0,0,10,0,7,Damage,0,EMEA_S1_RR_W4_D3_M2,3,The Ultimates
21,11292,3,157,15477,0,7,0,8,Tank,0,EMEA_S1_RR_W4_D3_M2,3,The Ultimates
7,3097,11,96,1638,7180,6,0,2,Support,0,EMEA_S1_RR_W4_D3_M2,3,The Ultimates
10,4624,18,19,2036,8911,8,0,2,Support,0,EMEA_S1_RR_W4_D3_M2,3,The Ultimates
22,9534,1,18,0,0,4,0,10,Damage,1,EMEA_S1_RR_W4_D3_M1,1,Virtuspro
21,8902,10,14,0,0,2,1,8,Damage,1,EMEA_S1_RR_W4_D3_M1,1,Virtuspro
21,12955,8,96,9890,2941,3,0,8,Tank,1,EMEA_S1_RR_W4_D3_M1,1,Virtuspro
17,3159,16,12,0,9705,3,0,2,Support,1,EMEA_S1_RR_W4_D3_M1,1,Virtuspro
16,3582,13,18,2676,6065,4,2,6,Support,1,EMEA_S1_RR_W4_D3_M1,1,Virtuspro
13,7719,2,15,405,0,6,1,7,Damage,0,EMEA_S1_RR_W4_D3_M1,1,Vision Esports
12,6120,0,24,0,0,6,0,3,Damage,0,EMEA_S1_RR_W4_D3_M1,1,Vision Esports
10,10233,5,68,7421,3506,9,0,4,Tank,0,EMEA_S1_RR_W4_D3_M1,1,Vision Esports
7,3722,11,15,3203,4678,8,0,2,Support,0,EMEA_S1_RR_W4_D3_M1,1,Vision Esports
5,2324,10,11,0,9517,6,0,0,Support,0,EMEA_S1_RR_W4_D3_M1,1,Vision Esports
11,5107,0,19,0,0,4,0,4,Damage,1,EMEA_S1_RR_W4_D3_M1,2,Virtuspro
19,5744,1,32,1795,99,1,0,11,Damage,1,EMEA_S1_RR_W4_D3_M1,2,Virtuspro
14,8704,11,48,3764,1610,1,0,3,Tank,1,EMEA_S1_RR_W4_D3_M1,2,Virtuspro
8,1782,11,17,0,7078,3,0,3,Support,1,EMEA_S1_RR_W4_D3_M1,2,Virtuspro
17,2863,18,29,2969,5436,2,0,5,Support,1,EMEA_S1_RR_W4_D3_M1,2,Virtuspro
8,4624,0,26,501,0,5,0,4,Damage,0,EMEA_S1_RR_W4_D3_M1,2,Vision Esports
8,6043,0,37,0,0,6,1,3,Damage,0,EMEA_S1_RR_W4_D3_M1,2,Vision Esports
4,6518,4,93,6225,1198,6,0,0,Tank,0,EMEA_S1_RR_W4_D3_M1,2,Vision Esports
5,2744,5,32,605,2858,3,0,3,Support,0,EMEA_S1_RR_W4_D3_M1,2,Vision Esports
3,2010,3,41,0,7291,6,0,1,Support,0,EMEA_S1_RR_W4_D3_M1,2,Vision Esports
30,17563,1,80,0,0,9,0,18,Damage,1,EMEA_S1_RR_W4_D3_M1,3,Virtuspro
36,14821,3,64,1145,159,10,2,17,Damage,1,EMEA_S1_RR_W4_D3_M1,3,Virtuspro
36,19839,10,186,32030,32,7,3,9,Tank,1,EMEA_S1_RR_W4_D3_M1,3,Virtuspro
27,12558,23,100,274,10709,8,0,8,Support,1,EMEA_S1_RR_W4_D3_M1,3,Virtuspro
18,6666,27,154,2400,17278,9,0,6,Support,1,EMEA_S1_RR_W4_D3_M1,3,Virtuspro
22,12638,2,81,2754,473,13,0,11,Damage,0,EMEA_S1_RR_W4_D3_M1,3,Vision Esports
24,17864,5,54,0,0,10,1,10,Damage,0,EMEA_S1_RR_W4_D3_M1,3,Vision Esports
20,12997,2,221,22800,300,14,0,11,Tank,0,EMEA_S1_RR_W4_D3_M1,3,Vision Esports
16,8597,24,50,331,11574,12,1,8,Support,0,EMEA_S1_RR_W4_D3_M1,3,Vision Esports
12,5980,20,69,623,20834,10,0,3,Support,0,EMEA_S1_RR_W4_D3_M1,3,Vision Esports
17,14150,4,25,204,0,13,2,10,Damage,0,EMEA_S1_RR_W3_D1_M2,1,Vision Esports
19,11693,1,77,1372,0,10,2,11,Damage,0,EMEA_S1_RR_W3_D1_M2,1,Vision Esports
21,12851,5,132,13377,739,9,1,8,Tank,0,EMEA_S1_RR_W3_D1_M2,1,Vision Esports
17,6685,19,45,0,14978,8,1,3,Support,0,EMEA_S1_RR_W3_D1_M2,1,Vision Esports
17,6011,16,63,1593,6936,8,0,4,Support,0,EMEA_S1_RR_W3_D1_M2,1,Vision Esports
22,10023,2,86,2355,0,11,0,9,Damage,1,EMEA_S1_RR_W3_D1_M2,1,GenG
31,11890,2,91,1225,150,8,1,13,Damage,1,EMEA_S1_RR_W3_D1_M2,1,GenG
28,12278,12,91,10189,1269,5,2,9,Tank,1,EMEA_S1_RR_W3_D1_M2,1,GenG
23,7232,26,34,441,7535,9,0,4,Support,1,EMEA_S1_RR_W3_D1_M2,1,GenG
25,8056,19,74,1313,5646,6,1,9,Support,1,EMEA_S1_RR_W3_D1_M2,1,GenG
28,15227,3,52,0,0,7,1,16,Damage,0,EMEA_S1_RR_W3_D1_M2,2,Vision Esports
17,14893,0,49,1651,0,10,1,9,Damage,0,EMEA_S1_RR_W3_D1_M2,2,Vision Esports
30,14333,12,260,15952,450,7,0,9,Tank,0,EMEA_S1_RR_W3_D1_M2,2,Vision Esports
14,6188,18,80,2364,16092,7,0,6,Support,0,EMEA_S1_RR_W3_D1_M2,2,Vision Esports
8,4495,20,83,3057,15645,5,0,2,Support,0,EMEA_S1_RR_W3_D1_M2,2,Vision Esports
25,14452,0,60,2520,0,11,0,11,Damage,1,EMEA_S1_RR_W3_D1_M2,2,GenG
23,12755,5,105,6081,133,9,0,9,Damage,1,EMEA_S1_RR_W3_D1_M2,2,GenG
30,13760,16,276,22930,0,8,0,14,Tank,1,EMEA_S1_RR_W3_D1_M2,2,GenG
18,9424,28,97,2135,14365,6,0,1,Support,1,EMEA_S1_RR_W3_D1_M2,2,GenG
14,5875,25,86,1679,14184,8,0,1,Support,1,EMEA_S1_RR_W3_D1_M2,2,GenG
19,8906,3,30,0,0,10,2,7,Damage,0,EMEA_S1_RR_W3_D1_M2,3,Vision Esports
25,10944,2,75,1664,0,7,3,19,Damage,0,EMEA_S1_RR_W3_D1_M2,3,Vision Esports
31,10603,12,213,13360,0,4,3,13,Tank,0,EMEA_S1_RR_W3_D1_M2,3,Vision Esports
14,8285,18,42,0,8226,8,1,4,Support,0,EMEA_S1_RR_W3_D1_M2,3,Vision Esports
10,3061,21,104,456,12520,7,0,3,Support,0,EMEA_S1_RR_W3_D1_M2,3,Vision Esports
21,9666,3,31,2662,0,9,3,14,Damage,1,EMEA_S1_RR_W3_D1_M2,3,GenG
18,8119,1,58,1178,284,10,1,9,Damage,1,EMEA_S1_RR_W3_D1_M2,3,GenG
22,9915,11,148,21305,0,6,0,7,Tank,1,EMEA_S1_RR_W3_D1_M2,3,GenG
11,6323,14,41,872,8228,11,0,2,Support,1,EMEA_S1_RR_W3_D1_M2,3,GenG
14,6470,11,83,1281,5067,10,0,4,Support,1,EMEA_S1_RR_W3_D1_M2,3,GenG
22,13160,1,50,579,118,8,2,9,Damage,1,EMEA_S1_RR_W4_D2_M2,1,GenG
25,8096,0,87,30,0,6,0,5,Damage,1,EMEA_S1_RR_W4_D2_M2,1,GenG
27,11560,5,106,8110,722,4,2,17,Tank,1,EMEA_S1_RR_W4_D2_M2,1,GenG
13,6174,19,48,0,7907,7,0,4,Support,1,EMEA_S1_RR_W4_D2_M2,1,GenG
17,6215,13,49,1725,6904,5,0,5,Support,1,EMEA_S1_RR_W4_D2_M2,1,GenG
16,13182,0,61,400,0,7,1,8,Damage,0,EMEA_S1_RR_W4_D2_M2,1,The Ultimates
18,9410,0,71,0,0,10,1,6,Damage,0,EMEA_S1_RR_W4_D2_M2,1,The Ultimates
21,10831,4,111,12285,100,7,1,9,Tank,0,EMEA_S1_RR_W4_D2_M2,1,The Ultimates
11,4751,17,67,1279,6665,7,0,2,Support,0,EMEA_S1_RR_W4_D2_M2,1,The Ultimates
12,5017,12,34,0,12018,10,0,4,Support,0,EMEA_S1_RR_W4_D2_M2,1,The Ultimates
13,13238,0,39,1324,310,12,1,7,Damage,0,EMEA_S1_RR_W4_D2_M2,2,GenG
15,8522,0,47,0,0,11,2,9,Damage,0,EMEA_S1_RR_W4_D2_M2,2,GenG
13,10065,6,86,17170,0,8,1,7,Tank,0,EMEA_S1_RR_W4_D2_M2,2,GenG
13,7309,11,24,1050,9772,10,0,2,Support,0,EMEA_S1_RR_W4_D2_M2,2,GenG
6,6084,4,29,0,7792,12,2,3,Support,0,EMEA_S1_RR_W4_D2_M2,2,GenG
39,11642,0,122,427,106,7,3,16,Damage,1,EMEA_S1_RR_W4_D2_M2,2,The Ultimates
31,11345,0,101,0,0,6,2,16,Damage,1,EMEA_S1_RR_W4_D2_M2,2,The Ultimates
31,11997,11,118,7253,185,5,0,13,Tank,1,EMEA_S1_RR_W4_D2_M2,2,The Ultimates
17,7405,27,44,0,10859,4,0,3,Support,1,EMEA_S1_RR_W4_D2_M2,2,The Ultimates
11,5374,17,82,1091,11546,6,0,5,Support,1,EMEA_S1_RR_W4_D2_M2,2,The Ultimates
21,9587,2,18,35,0,6,1,9,Damage,1,EMEA_S1_RR_W4_D2_M2,3,GenG
14,7113,0,65,0,0,6,0,5,Damage,1,EMEA_S1_RR_W4_D2_M2,3,GenG
14,11181,12,210,5827,2404,5,0,6,Tank,1,EMEA_S1_RR_W4_D2_M2,3,GenG
13,4026,13,33,1769,9914,5,0,3,Support,1,EMEA_S1_RR_W4_D2_M2,3,GenG
12,3841,9,43,0,7129,6,0,2,Support,1,EMEA_S1_RR_W4_D2_M2,3,GenG
18,11472,3,108,0,0,4,0,8,Damage,0,EMEA_S1_RR_W4_D2_M2,3,The Ultimates
15,8289,0,59,0,0,6,2,7,Damage,0,EMEA_S1_RR_W4_D2_M2,3,The Ultimates
12,5964,3,149,5794,400,7,0,6,Tank,0,EMEA_S1_RR_W4_D2_M2,3,The Ultimates
11,3206,18,157,3421,8190,4,0,5,Support,0,EMEA_S1_RR_W4_D2_M2,3,The Ultimates
13,5907,14,32,1156,7200,4,0,2,Support,0,EMEA_S1_RR_W4_D2_M2,3,The Ultimates
16,9904,2,6,0,0,12,1,9,Damage,0,EMEA_S1_RR_W4_D2_M2,4,GenG
17,8028,2,55,0,0,8,0,5,Damage,0,EMEA_S1_RR_W4_D2_M2,4,GenG
20,10865,2,72,15729,0,8,2,15,Tank,0,EMEA_S1_RR_W4_D2_M2,4,GenG
5,5992,9,19,683,9774,6,0,1,Support,0,EMEA_S1_RR_W4_D2_M2,4,GenG
10,5180,10,39,0,6877,7,0,1,Support,0,EMEA_S1_RR_W4_D2_M2,4,GenG
30,8416,0,139,0,0,1,2,9,Damage,1,EMEA_S1_RR_W4_D2_M2,4,The Ultimates
21,8291,0,63,0,0,9,0,15,Damage,1,EMEA_S1_RR_W4_D2_M2,4,The Ultimates
30,12123,7,65,14647,0,4,0,10,Tank,1,EMEA_S1_RR_W4_D2_M2,4,The Ultimates
14,4833,18,66,0,8676,9,0,6,Support,1,EMEA_S1_RR_W4_D2_M2,4,The Ultimates
12,4656,14,63,1336,11117,8,0,1,Support,1,EMEA_S1_RR_W4_D2_M2,4,The Ultimates
22,11390,2,46,409,0,9,1,12,Damage,1,EMEA_S1_RR_W4_D2_M2,5,GenG
18,11368,0,39,640,0,7,1,9,Damage,1,EMEA_S1_RR_W4_D2_M2,5,GenG
21,11761,9,207,5927,2855,5,0,6,Tank,1,EMEA_S1_RR_W4_D2_M2,5,GenG
12,4415,17,68,9059,11261,6,0,3,Support,1,EMEA_S1_RR_W4_D2_M2,5,GenG
11,3355,17,22,0,12147,6,0,0,Support,1,EMEA_S1_RR_W4_D2_M2,5,GenG
21,8870,0,78,0,0,6,0,10,Damage,0,EMEA_S1_RR_W4_D2_M2,5,The Ultimates
23,13109,0,46,0,0,7,0,9,Damage,0,EMEA_S1_RR_W4_D2_M2,5,The Ultimates
24,10272,9,73,9644,600,6,0,8,Tank,0,EMEA_S1_RR_W4_D2_M2,5,The Ultimates
16,4838,12,52,1128,3925,4,0,1,Support,0,EMEA_S1_RR_W4_D2_M2,5,The Ultimates
11,8153,17,4,1504,8439,7,1,2,Support,0,EMEA_S1_RR_W4_D2_M2,5,The Ultimates
13,9356,0,40,940,0,7,0,4,Damage,1,EMEA_S1_RR_W3_D3_M2,1,Virtuspro
19,9520,2,67,2477,92,7,0,9,Damage,1,EMEA_S1_RR_W3_D3_M2,1,Virtuspro
21,9761,14,96,18435,0,2,0,6,Tank,1,EMEA_S1_RR_W3_D3_M2,1,Virtuspro
8,4903,19,73,0,10335,4,0,3,Support,1,EMEA_S1_RR_W3_D3_M2,1,Virtuspro
15,5544,11,83,1785,5213,4,1,3,Support,1,EMEA_S1_RR_W3_D3_M2,1,Virtuspro
8,7004,1,52,522,129,5,0,1,Damage,0,EMEA_S1_RR_W3_D3_M2,1,Team Peps
16,8965,1,62,1167,0,5,0,5,Damage,0,EMEA_S1_RR_W3_D3_M2,1,Team Peps
17,9021,4,86,16385,87,4,0,11,Tank,0,EMEA_S1_RR_W3_D3_M2,1,Team Peps
13,3366,9,37,0,11212,5,0,4,Support,0,EMEA_S1_RR_W3_D3_M2,1,Team Peps
7,4315,7,37,1844,7809,7,0,1,Support,0,EMEA_S1_RR_W3_D3_M2,1,Team Peps
15,11130,1,92,0,0,4,0,6,Damage,1,EMEA_S1_RR_W3_D3_M2,2,Virtuspro
22,8982,1,68,1023,0,5,1,10,Damage,1,EMEA_S1_RR_W3_D3_M2,2,Virtuspro
31,13447,9,98,15386,100,4,4,16,Tank,1,EMEA_S1_RR_W3_D3_M2,2,Virtuspro
13,5909,15,74,0,11296,6,0,5,Support,1,EMEA_S1_RR_W3_D3_M2,2,Virtuspro
12,4838,18,161,2052,9974,5,1,5,Support,1,EMEA_S1_RR_W3_D3_M2,2,Virtuspro
8,6802,0,40,0,0,10,2,6,Damage,0,EMEA_S1_RR_W3_D3_M2,2,Team Peps
16,12694,3,27,0,0,8,1,8,Damage,0,EMEA_S1_RR_W3_D3_M2,2,Team Peps
11,9894,2,105,15870,494,6,1,5,Tank,0,EMEA_S1_RR_W3_D3_M2,2,Team Peps
8,4957,11,36,0,9789,8,0,3,Support,0,EMEA_S1_RR_W3_D3_M2,2,Team Peps
5,3330,7,43,2306,11382,10,0,1,Support,0,EMEA_S1_RR_W3_D3_M2,2,Team Peps
19,9341,4,54,700,0,6,0,7,Damage,1,EMEA_S1_RR_W3_D3_M2,3,Virtuspro
22,6997,0,92,1688,0,3,0,11,Damage,1,EMEA_S1_RR_W3_D3_M2,3,Virtuspro
21,8761,11,149,10609,0,7,0,8,Tank,1,EMEA_S1_RR_W3_D3_M2,3,Virtuspro
14,3834,24,60,0,12447,4,0,5,Support,1,EMEA_S1_RR_W3_D3_M2,3,Virtuspro
15,5663,18,77,1919,5430,4,0,3,Support,1,EMEA_S1_RR_W3_D3_M2,3,Virtuspro
12,8906,1,133,481,0,7,0,4,Damage,0,EMEA_S1_RR_W3_D3_M2,3,Team Peps
16,6580,0,54,1166,0,6,0,3,Damage,0,EMEA_S1_RR_W3_D3_M2,3,Team Peps
16,8857,5,137,7481,0,6,0,6,Tank,0,EMEA_S1_RR_W3_D3_M2,3,Team Peps
13,5019,10,44,0,8976,8,0,9,Support,0,EMEA_S1_RR_W3_D3_M2,3,Team Peps
12,4683,16,138,2656,6633,7,0,2,Support,0,EMEA_S1_RR_W3_D3_M2,3,Team Peps
14,7839,0,59,463,0,8,0,7,Damage,0,EMEA_S1_RR_W4_D1_M3,1,Team Peps
12,7132,0,68,1508,45,7,2,5,Damage,0,EMEA_S1_RR_W4_D1_M3,1,Team Peps
19,12827,8,156,10165,2169,5,0,8,Tank,0,EMEA_S1_RR_W4_D1_M3,1,Team Peps
11,6873,14,52,0,11393,6,1,3,Support,0,EMEA_S1_RR_W4_D1_M3,1,Team Peps
11,7047,11,77,1911,7259,9,0,3,Support,0,EMEA_S1_RR_W4_D1_M3,1,Team Peps
21,12515,2,86,780,0,7,0,7,Damage,1,EMEA_S1_RR_W4_D1_M3,1,GenG
25,10647,0,92,0,0,3,2,12,Damage,1,EMEA_S1_RR_W4_D1_M3,1,GenG
17,10203,8,115,5936,711,4,0,6,Tank,1,EMEA_S1_RR_W4_D1_M3,1,GenG
12,7305,12,47,169,6891,8,2,5,Support,1,EMEA_S1_RR_W4_D1_M3,1,GenG
17,5900,13,82,1681,6195,6,0,5,Support,1,EMEA_S1_RR_W4_D1_M3,1,GenG
18,14099,2,39,0,0,7,0,6,Damage,1,EMEA_S1_RR_W4_D1_M3,2,Team Peps
22,13380,0,138,1533,0,3,1,12,Damage,1,EMEA_S1_RR_W4_D1_M3,2,Team Peps
22,17580,1,241,27425,0,3,1,14,Tank,1,EMEA_S1_RR_W4_D1_M3,2,Team Peps
17,5254,17,77,0,16864,5,0,3,Support,1,EMEA_S1_RR_W4_D1_M3,2,Team Peps
10,5303,24,171,4914,13955,4,0,3,Support,1,EMEA_S1_RR_W4_D1_M3,2,Team Peps
9,10567,2,62,2749,0,11,0,3,Damage,0,EMEA_S1_RR_W4_D1_M3,2,GenG
9,13149,1,8,731,0,5,0,2,Damage,0,EMEA_S1_RR_W4_D1_M3,2,GenG
16,11104,5,76,8140,623,8,0,7,Tank,0,EMEA_S1_RR_W4_D1_M3,2,GenG
16,7677,5,21,553,10474,6,1,7,Support,0,EMEA_S1_RR_W4_D1_M3,2,GenG
6,6628,9,32,249,9474,8,0,3,Support,0,EMEA_S1_RR_W4_D1_M3,2,GenG
23,11495,0,27,0,0,3,1,12,Damage,1,EMEA_S1_RR_W4_D1_M3,3,Team Peps
16,7935,1,46,715,0,5,0,4,Damage,1,EMEA_S1_RR_W4_D1_M3,3,Team Peps
22,10239,8,99,10784,126,4,0,6,Tank,1,EMEA_S1_RR_W4_D1_M3,3,Team Peps
16,5150,19,40,0,11461,2,0,5,Support,1,EMEA_S1_RR_W4_D1_M3,3,Team Peps
16,4994,18,44,2462,7365,3,0,3,Support,1,EMEA_S1_RR_W4_D1_M3,3,Team Peps
10,8517,4,60,1559,0,8,0,2,Damage,0,EMEA_S1_RR_W4_D1_M3,3,GenG
12,7368,4,33,1777,0,8,0,2,Damage,0,EMEA_S1_RR_W4_D1_M3,3,GenG
14,8197,4,122,27207,72,4,0,9,Tank,0,EMEA_S1_RR_W4_D1_M3,3,GenG
9,3741,12,28,0,14759,7,0,2,Support,0,EMEA_S1_RR_W4_D1_M3,3,GenG
11,4682,10,38,1005,5225,4,0,2,Support,0,EMEA_S1_RR_W4_D1_M3,3,GenG
24,9185,0,18,0,0,4,1,9,Damage,1,EMEA_S1_RR_W4_D1_M3,4,Team Peps
11,5185,0,20,591,0,6,1,6,Damage,1,EMEA_S1_RR_W4_D1_M3,4,Team Peps
22,9931,5,94,2979,0,4,0,10,Tank,1,EMEA_S1_RR_W4_D1_M3,4,Team Peps
9,4295,17,20,0,10175,3,1,5,Support,1,EMEA_S1_RR_W4_D1_M3,4,Team Peps
13,3443,17,31,1345,4538,6,0,3,Support,1,EMEA_S1_RR_W4_D1_M3,4,Team Peps
16,8358,0,98,297,0,6,1,9,Damage,0,EMEA_S1_RR_W4_D1_M3,4,GenG
12,4731,0,49,0,0,7,0,3,Damage,0,EMEA_S1_RR_W4_D1_M3,4,GenG
16,7678,5,131,4121,671,6,0,7,Tank,0,EMEA_S1_RR_W4_D1_M3,4,GenG
5,3142,13,91,0,8540,8,0,1,Support,0,EMEA_S1_RR_W4_D1_M3,4,GenG
8,3413,7,119,823,5200,6,0,3,Support,0,EMEA_S1_RR_W4_D1_M3,4,GenG
6,3632,0,34,264,0,3,0,0,Damage,0,EMEA_S1_RR_W3_D2_M2,1,Twisted Minds
8,4056,0,2,0,0,3,1,3,Damage,0,EMEA_S1_RR_W3_D2_M2,1,Twisted Minds
5,3263,2,24,5667,0,5,0,3,Tank,0,EMEA_S1_RR_W3_D2_M2,1,Twisted Minds
4,1507,5,8,0,7041,3,0,1,Support,0,EMEA_S1_RR_W3_D2_M2,1,Twisted Minds
3,2643,4,14,1028,3211,4,0,2,Support,0,EMEA_S1_RR_W3_D2_M2,1,Twisted Minds
11,5581,2,2,0,0,1,2,8,Damage,1,EMEA_S1_RR_W3_D2_M2,1,Virtuspro
8,3560,0,17,0,0,1,0,4,Damage,1,EMEA_S1_RR_W3_D2_M2,1,Virtuspro
5,7153,1,67,7865,0,0,0,1,Tank,1,EMEA_S1_RR_W3_D2_M2,1,Virtuspro
7,4134,3,12,0,3561,4,0,0,Support,1,EMEA_S1_RR_W3_D2_M2,1,Virtuspro
7,2030,8,10,1235,5788,3,2,4,Support,1,EMEA_S1_RR_W3_D2_M2,1,Virtuspro
