Eliminations,Damage Dealt,Assists,Objective Time,Damage Mitigated,Healing Done,Deaths,Solo Kills,Final Blows,Role,Result,match_id,round_num,team
11,5099,15,48,2234,10947,8,1,6,Support,0,NA_S1_RR_W4_D1_M1,1,Timeless
13,7925,17,20,1858,12827,8,0,3,Support,0,NA_S1_RR_W4_D1_M1,1,Timeless
25,11564,3,67,2431,133,8,1,15,Damage,1,NA_S1_RR_W4_D1_M1,1,Avidity
25,12412,1,37,100,0,8,2,10,Damage,1,NA_S1_RR_W4_D1_M1,1,Avidity
29,13715,8,97,20577,230,3,0,7,Tank,1,NA_S1_RR_W4_D1_M1,1,Avidity
22,6544,30,97,5009,11482,7,0,4,Support,1,NA_S1_RR_W4_D1_M1,1,Avidity
17,5708,18,43,445,16169,6,0,6,Support,1,NA_S1_RR_W4_D1_M1,1,Avidity
27,11077,0,65,1591,396,7,0,7,Damage,1,NA_S1_RR_W4_D1_M1,2,Timeless
32,13903,0,43,0,0,7,0,20,Damage,1,NA_S1_RR_W4_D1_M1,2,Timeless
42,11836,12,109,7701,272,6,2,12,Tank,1,NA_S1_RR_W4_D1_M1,2,Timeless
23,5862,18,65,2312,8580,4,0,8,Support,1,NA_S1_RR_W4_D1_M1,2,Timeless
13,6534,29,25,0,7775,5,0,4,Support,1,NA_S1_RR_W4_D1_M1,2,Timeless
13,7986,0,59,3184,740,11,0,1,Damage,0,NA_S1_RR_W4_D1_M1,2,Avidity
15,11493,0,57,560,0,12,1,7,Damage,0,NA_S1_RR_W4_D1_M1,2,Avidity
18,11878,3,98,13791,262,10,0,8,Tank,0,NA_S1_RR_W4_D1_M1,2,Avidity
19,8090,11,57,3237,8727,9,1,9,Support,0,NA_S1_RR_W4_D1_M1,2,Avidity
10,6238,14,42,0,13165,10,0,3,Support,0,NA_S1_RR_W4_D1_M1,2,Avidity
26,4891,0,27,1162,102,2,0,11,Damage,1,NA_S1_RR_W4_D1_M1,3,Timeless
30,8753,0,15,0,0,1,1,12,Damage,1,NA_S1_RR_W4_D1_M1,3,Timeless
29,7306,8,41,3619,0,1,0,8,Tank,1,NA_S1_RR_W4_D1_M1,3,Timeless
19,3120,17,14,1265,6294,2,0,5,Support,1,NA_S1_RR_W4_D1_M1,3,Timeless
23,3160,24,4,0,8692,1,1,5,Support,1,NA_S1_RR_W4_D1_M1,3,Timeless
1,3253,0,19,1082,7,10,0,0,Damage,0,NA_S1_RR_W4_D1_M1,3,Avidity
5,5644,0,21,0,0,8,0,2,Damage,0,NA_S1_RR_W4_D1_M1,3,Avidity
6,6553,0,78,5396,0,8,0,5,Tank,0,NA_S1_RR_W4_D1_M1,3,Avidity
2,2836,4,87,1619,3934,6,0,0,Support,0,NA_S1_RR_W4_D1_M1,3,Avidity
3,2726,5,16,0,5891,9,0,0,Support,0,NA_S1_RR_W4_D1_M1,3,Avidity
37,13602,0,124,2342,413,7,3,22,Damage,1,NA_S1_RR_W4_D1_M1,4,Timeless
45,14723,0,68,0,0,5,1,15,Damage,1,NA_S1_RR_W4_D1_M1,4,Timeless
39,14857,6,162,12829,198,8,1,14,Tank,1,NA_S1_RR_W4_D1_M1,4,Timeless
25,7376,24,143,1759,8923,8,0,5,Support,1,NA_S1_RR_W4_D1_M1,4,Timeless
29,8431,38,97,1601,14409,6,2,11,Support,1,NA_S1_RR_W4_D1_M1,4,Timeless
14,9709,1,109,5818,2021,13,0,6,Damage,0,NA_S1_RR_W4_D1_M1,4,Avidity
22,10755,1,43,0,18,14,0,9,Damage,0,NA_S1_RR_W4_D1_M1,4,Avidity
20,13658,4,179,18357,0,13,0,10,Tank,0,NA_S1_RR_W4_D1_M1,4,Avidity
19,6743,17,141,1531,6462,16,1,6,Support,0,NA_S1_RR_W4_D1_M1,4,Avidity
16,4726,22,74,0,16263,13,0,3,Support,0,NA_S1_RR_W4_D1_M1,4,Avidity
15,8619,1,28,0,0,5,0,7,Damage,1,NA_S1_RR_W4_D3_M1,2,NTMR
25,11136,0,29,3539,449,5,2,17,Damage,1,NA_S1_RR_W4_D3_M1,2,NTMR
20,13320,4,94,19343,0,7,1,9,Tank,1,NA_S1_RR_W4_D3_M1,2,NTMR
15,4159,18,64,1057,13308,4,0,1,Support,1,NA_S1_RR_W4_D3_M1,2,NTMR
16,3522,21,150,2914,7489,5,0,4,Support,1,NA_S1_RR_W4_D3_M1,2,NTMR
14,6814,1,45,0,0,5,0,6,Damage,0,NA_S1_RR_W4_D3_M1,2,Team Liquid
16,9031,0,75,2142,226,11,0,11,Damage,0,NA_S1_RR_W4_D3_M1,2,Team Liquid
15,12999,6,192,15567,0,7,0,4,Tank,0,NA_S1_RR_W4_D3_M1,2,Team Liquid
6,3269,13,99,548,12966,6,0,0,Support,0,NA_S1_RR_W4_D3_M1,2,Team Liquid
11,4478,15,13,557,7751,9,1,5,Support,0,NA_S1_RR_W4_D3_M1,2,Team Liquid
23,14611,1,16,0,430,7,0,12,Damage,1,NA_S1_RR_W4_D3_M1,3,NTMR
25,10495,0,80,1269,279,7,1,16,Damage,1,NA_S1_RR_W4_D3_M1,3,NTMR
29,12410,5,164,17736,0,6,0,9,Tank,1,NA_S1_RR_W4_D3_M1,3,NTMR
20,7564,28,68,1118,14037,5,0,5,Support,1,NA_S1_RR_W4_D3_M1,3,NTMR
17,6404,22,154,1248,5857,7,0,0,Support,1,NA_S1_RR_W4_D3_M1,3,NTMR
13,10112,0,8,0,0,9,0,5,Damage,0,NA_S1_RR_W4_D3_M1,3,Team Liquid
23,11002,0,23,1253,219,9,1,16,Damage,0,NA_S1_RR_W4_D3_M1,3,Team Liquid
21,10302,7,68,6118,0,6,1,7,Tank,0,NA_S1_RR_W4_D3_M1,3,Team Liquid
10,4919,17,10,1327,12865,10,1,2,Support,0,NA_S1_RR_W4_D3_M1,3,Team Liquid
8,3770,10,10,1298,7135,9,0,2,Support,0,NA_S1_RR_W4_D3_M1,3,Team Liquid
33,15194,7,68,43,62,10,4,12,Damage,0,NA_S1_RR_W1_D1_M1,1,Team Liquid
25,10523,0,94,1959,0,12,1,12,Damage,0,NA_S1_RR_W1_D1_M1,1,Team Liquid
28,11873,3,200,10230,0,11,0,18,Tank,0,NA_S1_RR_W1_D1_M1,1,Team Liquid
10,6237,21,51,0,14602,13,1,3,Support,0,NA_S1_RR_W1_D1_M1,1,Team Liquid
19,8104,19,83,3999,11766,9,0,3,Support,0,NA_S1_RR_W1_D1_M1,1,Team Liquid
30,10831,0,154,2516,0,7,0,15,Damage,1,NA_S1_RR_W1_D1_M1,1,Timeless
37,15701,7,68,0,0,10,2,17,Damage,1,NA_S1_RR_W1_D1_M1,1,Timeless
34,14454,9,170,11044,0,9,0,14,Tank,1,NA_S1_RR_W1_D1_M1,1,Timeless
26,9028,17,38,336,12375,10,1,4,Support,1,NA_S1_RR_W1_D1_M1,1,Timeless
20,7019,28,89,1461,8989,12,0,5,Support,1,NA_S1_RR_W1_D1_M1,1,Timeless
23,13477,2,84,157,0,6,0,15,Damage,0,NA_S1_RR_W1_D1_M1,2,Team Liquid
21,9372,0,60,1890,5,9,0,9,Damage,0,NA_S1_RR_W1_D1_M1,2,Team Liquid
23,16095,4,175,14699,0,9,0,9,Tank,0,NA_S1_RR_W1_D1_M1,2,Team Liquid
12,4773,19,113,346,21992,6,0,0,Support,0,NA_S1_RR_W1_D1_M1,2,Team Liquid
9,5610,17,66,5051,11257,9,0,2,Support,0,NA_S1_RR_W1_D1_M1,2,Team Liquid
29,11282,0,102,0,0,5,0,11,Damage,1,NA_S1_RR_W1_D1_M1,2,Timeless
27,13790,4,59,0,0,7,1,13,Damage,1,NA_S1_RR_W1_D1_M1,2,Timeless
23,15217,3,127,15046,232,6,0,11,Tank,1,NA_S1_RR_W1_D1_M1,2,Timeless
19,7653,20,99,0,18145,7,0,4,Support,1,NA_S1_RR_W1_D1_M1,2,Timeless
14,7746,20,75,3038,9223,10,0,0,Support,1,NA_S1_RR_W1_D1_M1,2,Timeless
51,21038,8,114,0,0,14,0,15,Damage,0,NA_S1_RR_W1_D1_M1,3,Team Liquid
54,16975,0,179,3763,0,14,0,22,Damage,0,NA_S1_RR_W1_D1_M1,3,Team Liquid
45,22291,6,328,15848,446,15,1,22,Tank,0,NA_S1_RR_W1_D1_M1,3,Team Liquid
31,6803,38,145,0,25609,14,0,6,Support,0,NA_S1_RR_W1_D1_M1,3,Team Liquid
37,9266,35,167,3189,14694,16,0,10,Support,0,NA_S1_RR_W1_D1_M1,3,Team Liquid
35,14539,0,187,3294,10,17,1,10,Damage,1,NA_S1_RR_W1_D1_M1,3,Timeless
43,18091,5,61,0,0,16,2,20,Damage,1,NA_S1_RR_W1_D1_M1,3,Timeless
47,21221,12,243,22611,311,15,3,16,Tank,1,NA_S1_RR_W1_D1_M1,3,Timeless
45,12539,29,112,0,21426,14,1,18,Support,1,NA_S1_RR_W1_D1_M1,3,Timeless
32,10088,31,180,4648,15244,13,0,8,Support,1,NA_S1_RR_W1_D1_M1,3,Timeless
7,9148,2,13,0,0,8,0,2,Damage,0,NA_S1_RR_W1_D1_M2,1,NTMR
13,8043,0,47,0,0,3,1,10,Damage,0,NA_S1_RR_W1_D1_M2,1,NTMR
9,7448,7,45,5457,1224,7,0,3,Tank,0,NA_S1_RR_W1_D1_M2,1,NTMR
6,3692,5,53,1513,5182,4,0,1,Support,0,NA_S1_RR_W1_D1_M2,1,NTMR
8,2167,8,26,0,11169,5,0,0,Support,0,NA_S1_RR_W1_D1_M2,1,NTMR
17,7580,0,68,0,0,3,0,9,Damage,1,NA_S1_RR_W1_D1_M2,1,SpaceStation
19,9506,2,24,0,419,5,0,6,Damage,1,NA_S1_RR_W1_D1_M2,1,SpaceStation
17,9450,9,61,5350,1274,3,0,5,Tank,1,NA_S1_RR_W1_D1_M2,1,SpaceStation
16,3642,19,29,0,11070,3,1,5,Support,1,NA_S1_RR_W1_D1_M2,1,SpaceStation
9,3764,10,56,1145,6073,2,0,2,Support,1,NA_S1_RR_W1_D1_M2,1,SpaceStation
7,8560,2,16,0,0,7,0,3,Damage,0,NA_S1_RR_W1_D1_M2,2,NTMR
10,6199,0,32,1002,0,9,2,6,Damage,0,NA_S1_RR_W1_D1_M2,2,NTMR
9,5575,3,30,7808,0,10,0,4,Tank,0,NA_S1_RR_W1_D1_M2,2,NTMR
4,3796,4,40,2258,4005,8,0,2,Support,0,NA_S1_RR_W1_D1_M2,2,NTMR
10,3715,10,12,0,10552,4,0,2,Support,0,NA_S1_RR_W1_D1_M2,2,NTMR
30,8106,0,34,810,0,3,3,13,Damage,1,NA_S1_RR_W1_D1_M2,2,SpaceStation
21,8941,2,25,0,0,6,0,11,Damage,1,NA_S1_RR_W1_D1_M2,2,SpaceStation
25,9243,5,67,6706,0,1,1,4,Tank,1,NA_S1_RR_W1_D1_M2,2,SpaceStation
16,3440,17,21,0,10756,3,1,5,Support,1,NA_S1_RR_W1_D1_M2,2,SpaceStation
22,3724,20,37,2102,6572,4,0,5,Support,1,NA_S1_RR_W1_D1_M2,2,SpaceStation
27,13062,4,60,0,0,9,1,14,Damage,1,NA_S1_RR_W1_D1_M2,3,NTMR
25,9112,0,114,1629,0,8,1,12,Damage,1,NA_S1_RR_W1_D1_M2,3,NTMR
23,10921,3,160,13710,185,8,0,6,Tank,1,NA_S1_RR_W1_D1_M2,3,NTMR
18,5435,15,139,2792,4985,9,0,6,Support,1,NA_S1_RR_W1_D1_M2,3,NTMR
18,3777,21,87,0,12461,7,0,1,Support,1,NA_S1_RR_W1_D1_M2,3,NTMR
27,9184,0,105,1593,0,8,1,16,Damage,0,NA_S1_RR_W1_D1_M2,3,SpaceStation
19,9429,4,41,0,0,10,1,5,Damage,0,NA_S1_RR_W1_D1_M2,3,SpaceStation
27,12957,9,217,11460,900,4,0,9,Tank,0,NA_S1_RR_W1_D1_M2,3,SpaceStation
23,5383,23,54,0,11591,9,0,4,Support,0,NA_S1_RR_W1_D1_M2,3,SpaceStation
21,4081,18,73,2529,8829,8,0,7,Support,0,NA_S1_RR_W1_D1_M2,3,SpaceStation
3,4539,0,12,0,0,6,1,2,Damage,0,NA_S1_RR_W1_D1_M2,4,NTMR
5,5464,0,65,0,0,3,1,1,Damage,0,NA_S1_RR_W1_D1_M2,4,NTMR
3,4579,0,39,6178,0,6,0,2,Tank,0,NA_S1_RR_W1_D1_M2,4,NTMR
1,1752,0,50,2562,4926,4,0,1,Support,0,NA_S1_RR_W1_D1_M2,4,NTMR
0,1540,1,8,20,5122,5,0,0,Support,0,NA_S1_RR_W1_D1_M2,4,NTMR
16,6089,0,53,0,0,0,0,11,Damage,1,NA_S1_RR_W1_D1_M2,4,SpaceStation
6,2444,4,10,0,0,4,1,2,Damage,1,NA_S1_RR_W1_D1_M2,4,SpaceStation
22,8778,6,31,5956,0,0,1,7,Tank,1,NA_S1_RR_W1_D1_M2,4,SpaceStation
9,2459,13,10,170,5806,1,0,2,Support,1,NA_S1_RR_W1_D1_M2,4,SpaceStation
7,2445,12,39,1480,5124,1,0,2,Support,1,NA_S1_RR_W1_D1_M2,4,SpaceStation
30,11293,5,55,0,0,9,0,13,Damage,0,NA_S1_RR_W1_D2_M1,1,Amplify
34,11104,11,61,0,168,13,2,13,Damage,0,NA_S1_RR_W1_D2_M1,1,Amplify
32,14675,5,176,8966,0,10,0,14,Tank,0,NA_S1_RR_W1_D2_M1,1,Amplify
16,5867,23,95,1887,8594,13,0,3,Support,0,NA_S1_RR_W1_D2_M1,1,Amplify
16,5013,27,38,0,17273,10,0,3,Support,0,NA_S1_RR_W1_D2_M1,1,Amplify
28,11080,6,67,120,0,11,1,10,Damage,1,NA_S1_RR_W1_D2_M1,1,Avidity
33,12034,0,123,2428,5,6,0,15,Damage,1,NA_S1_RR_W1_D2_M1,1,Avidity
31,14253,3,140,11070,300,8,2,12,Tank,1,NA_S1_RR_W1_D2_M1,1,Avidity
22,4959,26,54,0,15303,12,0,7,Support,1,NA_S1_RR_W1_D2_M1,1,Avidity
28,6968,23,90,1796,9401,9,2,11,Support,1,NA_S1_RR_W1_D2_M1,1,Avidity
50,14991,7,141,0,0,11,2,22,Damage,1,NA_S1_RR_W1_D2_M1,2,Amplify
37,13631,3,168,3475,877,14,2,19,Damage,1,NA_S1_RR_W1_D2_M1,2,Amplify
45,21741,26,326,13033,3577,11,0,12,Tank,1,NA_S1_RR_W1_D2_M1,2,Amplify
31,8600,36,216,3598,13153,13,0,6,Support,1,NA_S1_RR_W1_D2_M1,2,Amplify
23,5917,38,156,0,19462,12,0,6,Support,1,NA_S1_RR_W1_D2_M1,2,Amplify
34,16218,2,46,0,0,14,3,17,Damage,0,NA_S1_RR_W1_D2_M1,2,Avidity
37,17244,0,156,2935,0,13,1,17,Damage,0,NA_S1_RR_W1_D2_M1,2,Avidity
40,20163,4,266,14139,0,13,0,12,Tank,0,NA_S1_RR_W1_D2_M1,2,Avidity
28,7862,29,124,0,21303,13,0,5,Support,0,NA_S1_RR_W1_D2_M1,2,Avidity
30,11726,22,247,3179,11574,13,0,10,Support,0,NA_S1_RR_W1_D2_M1,2,Avidity
4,3078,1,14,0,0,6,0,2,Damage,0,NA_S1_RR_W1_D2_M1,3,Amplify
2,1962,1,13,566,223,7,0,1,Damage,0,NA_S1_RR_W1_D2_M1,3,Amplify
6,5968,1,24,3949,0,6,1,4,Tank,0,NA_S1_RR_W1_D2_M1,3,Amplify
3,2131,5,3,650,3126,5,0,0,Support,0,NA_S1_RR_W1_D2_M1,3,Amplify
3,1497,5,7,0,5228,5,0,0,Support,0,NA_S1_RR_W1_D2_M1,3,Amplify
16,4397,2,8,0,0,3,0,9,Damage,1,NA_S1_RR_W1_D2_M1,3,Avidity
18,3945,0,34,0,0,0,1,9,Damage,1,NA_S1_RR_W1_D2_M1,3,Avidity
21,6590,2,24,4920,0,1,1,7,Tank,1,NA_S1_RR_W1_D2_M1,3,Avidity
12,2001,15,0,0,5683,2,0,2,Support,1,NA_S1_RR_W1_D2_M1,3,Avidity
16,3214,17,8,1234,3291,1,0,2,Support,1,NA_S1_RR_W1_D2_M1,3,Avidity
15,6258,0,41,0,0,7,0,3,Damage,0,NA_S1_RR_W1_D2_M1,4,Amplify
14,5850,2,65,0,388,9,0,4,Damage,0,NA_S1_RR_W1_D2_M1,4,Amplify
22,11156,12,155,5639,2382,7,0,6,Tank,0,NA_S1_RR_W1_D2_M1,4,Amplify
13,3870,11,86,1533,6704,9,0,5,Support,0,NA_S1_RR_W1_D2_M1,4,Amplify
7,3416,11,63,0,8481,10,0,4,Support,0,NA_S1_RR_W1_D2_M1,4,Amplify
22,9159,3,43,0,0,6,1,16,Damage,1,NA_S1_RR_W1_D2_M1,4,Avidity
27,7878,0,106,0,0,2,0,11,Damage,1,NA_S1_RR_W1_D2_M1,4,Avidity
29,8367,18,149,19517,0,3,0,7,Tank,1,NA_S1_RR_W1_D2_M1,4,Avidity
20,5141,23,44,0,8861,7,1,6,Support,1,NA_S1_RR_W1_D2_M1,4,Avidity
24,5829,23,103,2259,5394,4,0,2,Support,1,NA_S1_RR_W1_D2_M1,4,Avidity
3,3797,0,40,562,0,6,0,2,Damage,0,NA_S1_RR_W1_D2_M2,1,Shikigami
5,3756,0,20,462,0,8,0,2,Damage,0,NA_S1_RR_W1_D2_M2,1,Shikigami
5,5932,1,76,4057,0,9,0,3,Tank,0,NA_S1_RR_W1_D2_M2,1,Shikigami
5,3043,4,9,0,4463,6,0,1,Support,0,NA_S1_RR_W1_D2_M2,1,Shikigami
4,3195,6,34,917,3098,6,0,0,Support,0,NA_S1_RR_W1_D2_M2,1,Shikigami
14,4375,0,44,702,0,3,1,5,Damage,1,NA_S1_RR_W1_D2_M2,1,Rad
27,6195,3,16,0,0,4,0,15,Damage,1,NA_S1_RR_W1_D2_M2,1,Rad
24,8454,4,89,3491,0,0,0,9,Tank,1,NA_S1_RR_W1_D2_M2,1,Rad
15,2149,21,24,1166,4676,1,0,4,Support,1,NA_S1_RR_W1_D2_M2,1,Rad
13,2182,22,13,0,10024,0,0,2,Support,1,NA_S1_RR_W1_D2_M2,1,Rad
13,7515,0,68,0,0,12,0,3,Damage,0,NA_S1_RR_W1_D2_M2,2,Shikigami
15,12010,1,12,244,0,10,1,9,Damage,0,NA_S1_RR_W1_D2_M2,2,Shikigami
12,14691,3,100,17268,0,11,0,4,Tank,0,NA_S1_RR_W1_D2_M2,2,Shikigami
5,6394,12,36,0,14961,10,0,2,Support,0,NA_S1_RR_W1_D2_M2,2,Shikigami
5,6280,8,67,2725,6854,10,0,1,Support,0,NA_S1_RR_W1_D2_M2,2,Shikigami
27,13413,1,50,1232,0,6,0,18,Damage,1,NA_S1_RR_W1_D2_M2,2,Rad
32,7948,0,53,0,0,4,3,14,Damage,1,NA_S1_RR_W1_D2_M2,2,Rad
37,11850,25,100,15895,0,3,1,10,Tank,1,NA_S1_RR_W1_D2_M2,2,Rad
27,7493,29,112,2164,8952,2,0,1,Support,1,NA_S1_RR_W1_D2_M2,2,Rad
24,6958,32,131,0,19304,5,0,9,Support,1,NA_S1_RR_W1_D2_M2,2,Rad
4,4103,0,143,20,0,7,0,2,Damage,0,NA_S1_RR_W1_D2_M2,3,Shikigami
9,6705,0,24,499,0,11,2,7,Damage,0,NA_S1_RR_W1_D2_M2,3,Shikigami
8,8385,1,72,5932,0,7,0,3,Tank,0,NA_S1_RR_W1_D2_M2,3,Shikigami
6,3100,7,9,1681,6527,7,0,1,Support,0,NA_S1_RR_W1_D2_M2,3,Shikigami
4,2157,6,9,0,7757,9,0,0,Support,0,NA_S1_RR_W1_D2_M2,3,Shikigami
24,7516,0,12,1252,0,4,2,15,Damage,1,NA_S1_RR_W1_D2_M2,3,Rad
24,9034,0,22,0,0,3,3,14,Damage,1,NA_S1_RR_W1_D2_M2,3,Rad
22,8737,3,109,5041,0,1,2,7,Tank,1,NA_S1_RR_W1_D2_M2,3,Rad
11,2401,22,66,3996,6775,1,0,4,Support,1,NA_S1_RR_W1_D2_M2,3,Rad
10,2771,16,34,0,10942,4,0,0,Support,1,NA_S1_RR_W1_D2_M2,3,Rad
15,7009,0,34,1910,0,9,0,7,Damage,0,NA_S1_RR_W1_D2_M3,1,Timeless
14,8806,2,12,0,0,7,0,4,Damage,0,NA_S1_RR_W1_D2_M3,1,Timeless
14,7593,1,39,5724,753,8,0,6,Tank,0,NA_S1_RR_W1_D2_M3,1,Timeless
10,4134,11,29,1290,5621,6,0,1,Support,0,NA_S1_RR_W1_D2_M3,1,Timeless
18,6386,17,12,0,10609,5,0,5,Support,0,NA_S1_RR_W1_D2_M3,1,Timeless
20,10217,5,19,24,0,4,0,9,Damage,1,NA_S1_RR_W1_D2_M3,1,NTMR
18,6628,0,21,909,0,5,1,6,Damage,1,NA_S1_RR_W1_D2_M3,1,NTMR
20,8921,2,57,7958,452,6,0,7,Tank,1,NA_S1_RR_W1_D2_M3,1,NTMR
19,4656,14,29,1834,5672,6,1,4,Support,1,NA_S1_RR_W1_D2_M3,1,NTMR
18,4681,21,18,0,12253,2,0,9,Support,1,NA_S1_RR_W1_D2_M3,1,NTMR
23,7784,0,93,0,0,7,0,10,Damage,1,NA_S1_RR_W1_D2_M3,2,Timeless
25,12220,2,42,363,0,7,1,13,Damage,1,NA_S1_RR_W1_D2_M3,2,Timeless
30,9075,6,95,5947,0,3,1,14,Tank,1,NA_S1_RR_W1_D2_M3,2,Timeless
23,9000,32,66,0,10639,1,0,4,Support,1,NA_S1_RR_W1_D2_M3,2,Timeless
15,4865,19,30,1129,10916,6,0,3,Support,1,NA_S1_RR_W1_D2_M3,2,Timeless
12,13463,4,57,367,101,9,0,5,Damage,0,NA_S1_RR_W1_D2_M3,2,NTMR
11,8806,0,76,354,0,9,0,6,Damage,0,NA_S1_RR_W1_D2_M3,2,NTMR
11,9728,0,57,11080,0,10,1,5,Tank,0,NA_S1_RR_W1_D2_M3,2,NTMR
13,5726,13,69,5628,9158,9,0,5,Support,0,NA_S1_RR_W1_D2_M3,2,NTMR
13,5353,12,14,1137,13056,7,0,3,Support,0,NA_S1_RR_W1_D2_M3,2,NTMR
26,10846,0,300,0,0,6,2,13,Damage,1,NA_S1_RR_W1_D2_M3,3,Timeless
25,16612,5,92,0,0,9,0,9,Damage,1,NA_S1_RR_W1_D2_M3,3,Timeless
27,18053,4,189,18248,0,5,1,10,Tank,1,NA_S1_RR_W1_D2_M3,3,Timeless
17,6127,24,151,6478,15461,7,0,5,Support,1,NA_S1_RR_W1_D2_M3,3,Timeless
27,6120,17,96,1782,19122,7,0,9,Support,1,NA_S1_RR_W1_D2_M3,3,Timeless
20,19390,4,32,0,0,8,1,13,Damage,0,NA_S1_RR_W1_D2_M3,3,NTMR
19,8913,0,180,0,0,12,1,9,Damage,0,NA_S1_RR_W1_D2_M3,3,NTMR
22,17669,5,134,20481,0,8,0,8,Tank,0,NA_S1_RR_W1_D2_M3,3,NTMR
12,6321,17,135,5933,14086,8,0,3,Support,0,NA_S1_RR_W1_D2_M3,3,NTMR
12,5871,18,78,1080,19237,10,0,1,Support,0,NA_S1_RR_W1_D2_M3,3,NTMR
19,6972,0,184,1983,0,8,0,5,Damage,0,NA_S1_RR_W1_D2_M3,4,Timeless
24,9073,6,75,0,0,7,0,8,Damage,0,NA_S1_RR_W1_D2_M3,4,Timeless
28,10554,2,184,8201,0,7,1,13,Tank,0,NA_S1_RR_W1_D2_M3,4,Timeless
22,4727,16,70,1805,6669,7,0,8,Support,0,NA_S1_RR_W1_D2_M3,4,Timeless
23,5044,24,67,0,11813,7,1,4,Support,0,NA_S1_RR_W1_D2_M3,4,Timeless
19,9724,1,51,0,0,8,0,6,Damage,1,NA_S1_RR_W1_D2_M3,4,NTMR
24,8192,0,55,3455,0,7,0,14,Damage,1,NA_S1_RR_W1_D2_M3,4,NTMR
20,9340,2,175,6861,0,8,1,10,Tank,1,NA_S1_RR_W1_D2_M3,4,NTMR
17,4140,20,128,1276,7361,8,0,3,Support,1,NA_S1_RR_W1_D2_M3,4,NTMR
16,3557,18,59,0,12524,7,0,3,Support,1,NA_S1_RR_W1_D2_M3,4,NTMR
28,8068,0,108,0,0,7,0,11,Damage,0,NA_S1_RR_W1_D2_M3,5,Timeless
28,9116,3,21,0,0,11,0,8,Damage,0,NA_S1_RR_W1_D2_M3,5,Timeless
28,11485,3,43,11086,0,7,0,11,Tank,0,NA_S1_RR_W1_D2_M3,5,Timeless
14,6096,10,36,732,7486,11,0,7,Support,0,NA_S1_RR_W1_D2_M3,5,Timeless
20,6203,16,35,0,11383,7,1,3,Support,0,NA_S1_RR_W1_D2_M3,5,Timeless
19,10643,3,52,0,0,12,1,6,Damage,1,NA_S1_RR_W1_D2_M3,5,NTMR
28,6981,0,142,0,0,7,2,11,Damage,1,NA_S1_RR_W1_D2_M3,5,NTMR
30,11939,2,139,6452,0,7,1,17,Tank,1,NA_S1_RR_W1_D2_M3,5,NTMR
17,6091,19,200,2323,7846,7,1,5,Support,1,NA_S1_RR_W1_D2_M3,5,NTMR
18,3865,17,116,0,11826,7,0,3,Support,1,NA_S1_RR_W1_D2_M3,5,NTMR
19,9921,4,78,329,75,7,1,8,Damage,0,NA_S1_RR_W1_D3_M1,1,Amplify
13,10547,0,71,0,765,9,1,9,Damage,0,NA_S1_RR_W1_D3_M1,1,Amplify
16,16496,15,143,7317,3103,7,0,5,Tank,0,NA_S1_RR_W1_D3_M1,1,Amplify
11,6599,9,69,2962,7251,11,0,3,Support,0,NA_S1_RR_W1_D3_M1,1,Amplify
11,3581,16,43,0,17143,8,0,0,Support,0,NA_S1_RR_W1_D3_M1,1,Amplify
27,14450,6,50,930,0,4,0,9,Damage,1,NA_S1_RR_W1_D3_M1,1,Shikigami
25,10354,0,99,1477,0,5,2,12,Damage,1,NA_S1_RR_W1_D3_M1,1,Shikigami
29,15184,12,151,8422,3288,5,0,13,Tank,1,NA_S1_RR_W1_D3_M1,1,Shikigami
25,5611,23,44,0,15267,4,0,4,Support,1,NA_S1_RR_W1_D3_M1,1,Shikigami
17,5567,27,63,5229,11226,7,0,3,Support,1,NA_S1_RR_W1_D3_M1,1,Shikigami
34,10909,10,42,0,368,8,1,8,Damage,1,NA_S1_RR_W1_D3_M1,2,Amplify
35,15914,5,57,0,443,6,1,16,Damage,1,NA_S1_RR_W1_D3_M1,2,Amplify
28,19113,17,101,9967,4619,5,1,12,Tank,1,NA_S1_RR_W1_D3_M1,2,Amplify
25,5500,33,99,8766,12040,7,0,6,Support,1,NA_S1_RR_W1_D3_M1,2,Amplify
16,4146,28,67,0,19469,8,0,2,Support,1,NA_S1_RR_W1_D3_M1,2,Amplify
26,16002,3,27,0,793,9,1,12,Damage,0,NA_S1_RR_W1_D3_M1,2,Shikigami
22,8913,1,91,910,72,8,1,6,Damage,0,NA_S1_RR_W1_D3_M1,2,Shikigami
19,16118,14,60,9728,4019,11,0,5,Tank,0,NA_S1_RR_W1_D3_M1,2,Shikigami
22,6448,18,37,0,15214,9,0,4,Support,0,NA_S1_RR_W1_D3_M1,2,Shikigami
19,7766,22,53,5740,11776,8,0,4,Support,0,NA_S1_RR_W1_D3_M1,2,Shikigami
25,10035,15,50,0,200,12,0,8,Damage,0,NA_S1_RR_W1_D3_M1,3,Amplify
24,12019,3,28,0,0,11,1,13,Damage,0,NA_S1_RR_W1_D3_M1,3,Amplify
20,10100,3,155,9975,0,9,0,8,Tank,0,NA_S1_RR_W1_D3_M1,3,Amplify
14,5450,19,99,1721,9123,10,0,3,Support,0,NA_S1_RR_W1_D3_M1,3,Amplify
11,4270,21,88,0,14369,9,0,3,Support,0,NA_S1_RR_W1_D3_M1,3,Amplify
30,11645,3,49,0,0,6,1,10,Damage,1,NA_S1_RR_W1_D3_M1,3,Shikigami
